title,author,year,citation
Measurement of the charge asymmetry in dileptonic decays of top quark pairs in pp collisions at ,kamal Benslama,2015,1750
Search for a new resonance decaying to a W or Z boson and a Higgs boson in the ,kamal Benslama,2015,1674
Observation of top-quark pair production in association with a photon and measurement of the ,kamal Benslama,2015,1655
TeV with the ATLAS detector,kamal Benslama,2015,1644
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,1612
 final states with the ATLAS detector,kamal Benslama,2015,1593
 TeV with the ATLAS detector,kamal Benslama,2015,1542
Summary of the ATLAS experiment’s sensitivity to supersymmetry after LHC Run 1—interpreted in the phenomenological MSSM,kamal Benslama,2015,1534
 TeV in final states with jets and two same-sign leptons or three leptons with the ATLAS detector,kamal Benslama,2016,1446
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,1407
 TeV using the ATLAS detector,kamal Benslama,2015,1395
Summary of the ATLAS experiment’s sensitivity to supersymmetry after LHC Run 1—interpreted in the phenomenological MSSM,kamal Benslama,2015,1365
 Collisions at ,kamal Benslama,2015,1363
Summary of the searches for squarks and gluinos using ,kamal Benslama,2015,1334
 and 8 TeV with the ATLAS and CMS Experiments,kamal Benslama,2015,1318
Summary of the ATLAS experiment’s sensitivity to supersymmetry after LHC Run 1—interpreted in the phenomenological MSSM,kamal Benslama,2015,1315
 TeV pp collisions with the ATLAS experiment at the LHC,kamal Benslama,2015,1296
Search for W′→ tb¯ in the lepton plus jets final state in proton–proton collisions at a centre-of-mass energy of s= 8 TeV with the ATLAS detector,kamal Benslama,2015,1290
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,1258
Measurement of the centrality dependence of the charged-particle pseudorapidity distribution in proton–lead collisions at\documentclass [12pt]{minimal}\usepackage {amsmath …,kamal Benslama,2015,1244
Summary of the ATLAS experiment’s sensitivity to supersymmetry after LHC Run 1—interpreted in the phenomenological MSSM,kamal Benslama,2015,1224
Centrality and rapidity dependence of inclusive jet production in sNN= 5.02 TeV proton–lead collisions with the ATLAS detector,kamal Benslama,2015,1213
Constraints on new phenomena via Higgs boson couplings and invisible decays with the ATLAS detector,kamal Benslama,2015,1198
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,1175
Measurement of the production of neighbouring jets in lead–lead collisions at sNN= 2.76 TeV with the ATLAS detector,kamal Benslama,2015,1095
Search for high-mass diboson resonances with boson-tagged jets in proton-proton collisions at s= 8 TeV with the ATLAS detector,kamal Benslama,2015,1037
"Centrality, rapidity, and transverse momentum dependence of isolated prompt photon production in lead-lead collisions at s N N= 2.76 TeV measured with the ATLAS detector",kamal Benslama,2015,983
Study of the\documentclass [12pt]{minimal}\usepackage {amsmath}\usepackage {wasysym}\usepackage {amsfonts}\usepackage {amssymb}\usepackage {amsbsy}\usepackage {mathrsfs …,kamal Benslama,2015,957
TeV with the ATLAS detector,kamal Benslama,2015,931
TeV with the ATLAS detector,kamal Benslama,2015,917
Search for the Standard Model Higgs boson produced in association with top quarks and decaying into $$\varvec {b\bar {b}} $$ in $$\varvec {pp} $$ pp collisions at $$\sqrt …,kamal Benslama,2015,821
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,640
"Search for squarks and gluinos in events with isolated leptons, jets and missing transverse momentum at ",kamal Benslama,2015,553
Addendum toMeasurement of the tbar {t} production cross-section using emu events with b-tagged jets in pp collisions at &surd;{s}= 7 and 8 TeV with the ATLAS detector',kamal Benslama,2016,449
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,433
TeV with the ATLAS detector,kamal Benslama,2015,411
Search for heavy lepton resonances decaying to a Z boson and a lepton in pp collisions at root s= 8 TeV with the ATLAS detector,kamal Benslama,2015,319
TeV with the ATLAS detector,kamal Benslama,2015,315
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,303
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,262
 TeV with the ATLAS detector,kamal Benslama,2015,229
Measurement of the centrality dependence of the charged-particle pseudorapidity distribution in proton–lead collisions at ,kamal Benslama,2016,227
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in ,kamal Benslama,2016,223
TeV with the ATLAS detector,kamal Benslama,2015,222
TeV with the ATLAS detector,kamal Benslama,2015,194
 collisions at ,kamal Benslama,2015,181
Search for new phenomena in the dijet mass distribution using p p collision data at s= 8 TeV with the ATLAS detector,kamal Benslama,2015,173
Search for lepton-flavour-violating H→ μτ decays of the Higgs boson with the ATLAS detector,kamal Benslama,2015,163
TeV with the ATLAS detector,kamal Benslama,2015,160
TeV with the ATLAS detector,kamal Benslama,2015,140
 TeV with the ATLAS detector,kamal Benslama,2015,132
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,105
TeV with the ATLAS detector,kamal Benslama,2015,88
 using the ATLAS detector,kamal Benslama,2016,62
 collisions at ,kamal Benslama,2016,52
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,45
Simultaneous measurements of the ,kamal Benslama,2015,44
Search for supersymmetry at ,kamal Benslama,2016,25
 production cross section in ,kamal Benslama,2015,24
Search for new phenomena in final states with an energetic jet and large missing transverse momentum in pp collisions at ,kamal Benslama,2015,19
 TeV using the …,kamal Benslama,2015,3
Addendum to ‘Measurement of the tt¯ production cross-section using eμ events with b-tagged jets in pp collisions at s= 7 and 8 TeV with the ATLAS detector’,kamal Benslama,2016,2
Measurements of Higgs boson properties in the diphoton decay channel in proton-proton collisions at ,Julian Bunn,2018,198
s=13Te,Julian Bunn,2018,144
 TeV and constraints on dark matter mediators and other new particles,Julian Bunn,2018,123
 TeV,Julian Bunn,2018,96
Measurement of the ,Julian Bunn,2018,93
Measurement of charged particle spectra in minimum-bias events from proton–proton collisions at ,Julian Bunn,2018,83
Observation of Medium-Induced Modifications of Jet Fragmentation in Pb-Pb Collisions at ,Julian Bunn,2018,78
pPb collisions at ,Julian Bunn,2019,70
Measurement of inclusive very forward jet cross sections in proton-lead collisions at ,Julian Bunn,2018,60
arXiv : Measurement of inclusive very forward jet cross sections in proton-lead collisions at ,Julian Bunn,2018,55
 TeV,Julian Bunn,2018,54
Search for third-generation scalar leptoquarks decaying to a top quark and a ,Julian Bunn,2018,54
 5.02 TeV,Julian Bunn,2018,50
τ lepton analysis techniques,Julian Bunn,2018,50
Compositional structures for streaming applications,Julian Bunn,2018,48
Precision measurement of the structure of the CMS inner tracking system using nuclear interactions,Julian Bunn,2018,46
 5.02 TeV,Julian Bunn,2018,45
Search for the Higgs Boson Decaying to Two Muons in Proton-Proton Collisions at ,Julian Bunn,2019,30
 photoproduction from protons in pPb collisions at ,Julian Bunn,2018,30
Measurement of the Z/γ∗→ ττ cross section in pp collisions at s= 13TeV and validation of τ lepton analysis techniques,Julian Bunn,2018,30
sNN=5.02TeV,Julian Bunn,2019,29
Measurement of inclusive very forward jet cross sections in proton-lead collisions at ${\sqrt {\smash [b]{s_ {_ {\mathrm {NN}}}}}}= $5.02 TeV,Julian Bunn,2018,28
s=13TeV and validation of ,Julian Bunn,2018,28
Measurement of the weak mixing angle using the forward–backward asymmetry of Drell–Yan events in ,Julian Bunn,2018,27
Search for vector-like T and B quark pairs in final states with leptons at ,Julian Bunn,2018,26
 final states in proton-proton collisions at ,Julian Bunn,2018,20
Measurement of the production cross section for single top quarks in association with W bosons in proton-proton collisions at ,Julian Bunn,2018,19
 TeV,Julian Bunn,2018,18
Measurement of prompt ψ (2S) production cross sections in proton–lead and proton–proton collisions at sNN= 5.02 TeV,Julian Bunn,2019,15
 Using Isolated Photon-Tagged Jets,Julian Bunn,2018,15
 cross section in pp collisions at ,Julian Bunn,2018,15
 5.02 TeV,Julian Bunn,2018,14
"Search for R-parity violating supersymmetry in pp collisions at s= 13TeV using b jets in a final state with a single lepton, many jets, and high sum of large-radius jet masses",Julian Bunn,2018,14
Measurement of exclusive ϒ photoproduction from protons in pPb collisions at√ sNN= 5.02 Tev,Julian Bunn,2018,12
 lepton at ,Julian Bunn,2018,11
Search for a singly produced third-generation scalar leptoquark decaying to a τ lepton and a bottom quark in proton-proton collisions at ,Julian Bunn,2018,11
TeV,Julian Bunn,2018,10
Search for resonant pair production of Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at 13 TeV,Julian Bunn,2018,10
"Search for a new scalar resonance decaying to a pair of Z bosons in proton-proton collisions at root s= 13 TeV (vol 6, 127, 2018)",Julian Bunn,2019,9
Erratum to: Search for a new scalar resonance decaying to a pair of Z bosons in proton-proton collisions at s?= 13 TeV,Julian Bunn,2019,9
Search for t (t) over-barH production in the H-> b (b) over-bar decay channel with leptonic t (t) over-bar decays in proton-proton collisions at root s= 13 TeV,Julian Bunn,2019,9
Search for top squarks decaying via four-body or chargino-mediated modes in single-lepton final states in proton-proton collisions at ,Julian Bunn,2018,9
"Measurement of nuclear modification factors of ϒ (1S), ϒ (2S), and ϒ (3S) mesons in PbPb collisions at sNN= 5.02 TeV",Julian Bunn,2019,8
Search for new physics in events with two soft oppositely charged leptons and missing transverse momentum in proton–proton collisions at s= 13TeV,Julian Bunn,2018,8
s=13TeV,Julian Bunn,2018,7
arXiv : Measurement of exclusive ,Julian Bunn,2018,7
"Evidence for associated production of a Higgs boson with a top quark pair in final states with electrons, muons, and hadronically decaying τ leptons at ",Julian Bunn,2018,7
Search for excited leptons in ,Julian Bunn,2018,6
 boson production in association with jets in proton-proton collisions at ,Julian Bunn,2018,6
 collisions at 8,Julian Bunn,2018,6
 TeV,Julian Bunn,2018,6
Event Detection Performance of the PLUM Earthquake Early Warning Algorithm in Southern California,Julian Bunn,2019,5
Search for Higgs boson pair production in the γγbb‾ final state in pp collisions at s= 13TeV,Julian Bunn,2019,5
Measurement of differential cross sections for ,Julian Bunn,2018,5
Search for narrow and broad dijet resonances in proton-proton collisions at ,Julian Bunn,2018,5
Search for a standard model-like Higgs boson in the mass range between 70 and 110 GeV in the diphoton final state in proton-proton collisions at s= 8 and 13 TeV,Julian Bunn,2019,4
 photoproduction from protons in ,Julian Bunn,2019,4
Search for heavy resonances decaying into two Higgs bosons or into a Higgs boson and a W or Z boson in proton-proton collisions at 13 TeV,Julian Bunn,2018,3
Search for additional neutral MSSM Higgs bosons in the τ τ final state in proton-proton collisions at ,Julian Bunn,2018,3
 TeV,Julian Bunn,2018,2
 TeV,Julian Bunn,2018,2
Measurement of exclusive ,Julian Bunn,2019,1
 13 TeV,Julian Bunn,2018,1
 TeV,Julian Bunn,2018,1
", and ",Sahill Poddar,2015,1290
 using the ATLAS detector,Sahill Poddar,2015,1218
Search for anomalous production of prompt same-sign lepton pairs and pair-produced doubly charged Higgs bosons with ,Sahill Poddar,2015,553
Search for resonant diboson production in the ,Sahill Poddar,2015,497
TeV,Sahill Poddar,2015,481
 TeV using the …,Sahill Poddar,2015,433
 production cross sections and forward-backward ratios in ,Sahill Poddar,2015,409
 p p collisions at ,Sahill Poddar,2015,357
Search for invisible particles produced in association with single-top-quarks in proton–proton collisions at ,Sahill Poddar,2015,346
 and ,Sahill Poddar,2015,317
pp collisions at ,Sahill Poddar,2015,315
"Measurement of three-jet production cross-sections in $$$$ collisions at 7$$\mathrm {\Te\, V} $$ TeV centre-of-mass energy using the ATLAS detector",Sahill Poddar,2015,262
 collisions with the ATLAS detector,Sahill Poddar,2015,248
 with the …,Sahill Poddar,2015,247
 TeV pp collisions using the ATLAS …,Sahill Poddar,2015,229
Observation and measurements of the production of prompt and non-prompt ,Sahill Poddar,2015,222
